Name,BSE Code,NSE Code,Industry,Current Price,Return over 1day,Market Capitalization,Sales,Profit after tax,Debt,Price to Earning,PEG Ratio,Dividend yield,Dividend Payout,Return on equity,Return on capital employed,EVtoSales,EVEBITDA,Sales growth,Sales growth 3Years,Sales growth 5Years,Profit growth,Profit growth 3Years,Profit growth 5Years,Promoter holding,Enterprise Value,Return over 6months,Price to book value,Return over 1year,Return over 3years,Return over 5years,Average return on equity 3Years,Average return on equity 5Years,Return on assets,Historical PE 3Years,Historical PE 5Years,DMA 50,DMA 200
Motor & Gen Fin,501343,MOTOGENFIN,Miscellaneous,30.5,-2.56,118.12,5.91,-2.27,2.18,,,0,0,-3.76,-3.07,21.31,-184.62,11.3,-3.22,-13.57,-99.12,6.03,,69.57,120,-7.44,1.61,-1.61,7.43,5.35,-3.1,-3.59,-1.6,170.97,170.97,36.03,35.24
Moxsh Overseas,,MOXSH,Miscellaneous,120,-6.25,26.89,14.86,1.11,1.08,24.23,,0,0,14.56,20,2.16,10.95,3.12,14.66,,-62.5,66.2,,61.61,26.49,-10.35,2.14,57.69,,,26.73,,9.73,3.86,3.86,125.41,119.83
MPDL Ltd,532723,,Construction,43.77,2.99,32.43,6.85,22.98,36.83,1.41,,0,0,-2.75,-0.23,4.76,2.34,-62.71,35.85,,429.23,-18.99,,74.98,67.6,39.04,0.31,118.74,57.33,50.07,-3.6,-3.59,-1.54,1.55,1.62,44.89,38.38
Mphasis,526299,MPHASIS,Computers - Software - Large,2388.05,-0.79,45133.67,13227.68,1566.91,1580.33,28.8,2.07,2.09,57.52,21.86,28.9,3.31,17.71,-3.55,15.99,16.08,-3.56,11.17,13.94,55.52,45659.32,0.48,5.7,38.99,10.32,19.23,20.96,20.86,14.65,28.72,24.5,2523.89,2404.84
MPIL Corporation,500450,,Miscellaneous,855,0,48.74,0.06,0.66,0.24,73.85,-13.86,0.14,9.37,4.49,7.38,22.73,39.09,6.97,27.39,64.22,-7.04,53.08,-5.33,74.78,48.86,-8.46,2.95,246.86,47.4,47.53,3.69,1.85,3.29,46.57,52.86,822.32,701.45
MPL Plastics,526143,,Plastics Products,15.36,-2.29,19.2,0.01,1.6,1.15,12,0.22,0,0,,,1988,-12.66,,-86.48,-78.56,144.94,38.62,54.57,24,19.88,-22.11,,11.95,45.47,15.88,,,34.92,10.61,10.61,17.21,16.97
MPS,532440,MPSLTD,Computers - Software - Medium / Small,1533.3,-1.12,2622.83,321.91,105.67,5.22,24.82,3.1,1.96,39.66,25.39,33.72,8.63,16.71,12.61,16.67,6.42,32.07,21.82,8,68.34,2570.37,0.56,7.2,46.9,51.86,26.32,21.02,17.57,21.37,19.85,16.84,1573.46,1479.04
MRC Agrotech,540809,,Trading,11.1,-5.53,11.57,16.38,1.14,0.07,10.15,0.22,0,0,2.7,3.59,1.76,9.09,-46.42,-27.01,-22.4,0,69.35,46.72,21.28,11.55,-19.39,0.84,-73.73,16.67,38.35,2.11,1.62,2.05,159.24,115.27,12.48,19.48
MRF,500290,MRF,Tyres,133387.3,1.2,56556.24,24661.57,2025.78,3135.32,27.92,-3.06,0.13,9.65,4.87,7.43,2.58,13.23,9.75,12.32,9,241.33,-20.88,-9.12,27.76,59358.18,24.32,3.57,62.64,17.05,18.13,6.19,8.09,2.95,36.53,26.67,138031.25,121152.62
MRO-TEK Realty,532376,MRO-TEK,Construction,71,-0.35,132.63,39.44,5.15,82.35,25.75,,0,0,-5.55,1.77,6.44,15.16,24.38,-6.69,-1.62,214.19,8.65,,55.04,214.76,17.07,2.14,36.41,44.06,13.35,,,-2.29,1.45,1.46,70.84,64.61
MRP Agro,543262,,Trading,59,-0.47,59.21,,,0.4,,,0,0,3.94,5.57,2.1,,-7.23,-7.22,,-8.82,17.73,,65.38,59.06,28.21,6.55,102.61,66.64,,4.56,,3.79,42.51,39.47,50.25,39.44
Mrs Bectors,543253,BECTORFOOD,Food - Processing - Indian,1114.7,2.75,6556.38,1563.63,134.39,150.89,48.79,2.43,0.27,19.59,17.74,20.95,4.84,26.47,23.28,21.36,14.55,85.06,43.72,20.07,51.17,6588.32,6.91,10.82,106.98,48.51,,16.43,14.7,11.57,41.22,42.53,1088.28,1015.32
MSP Steel & Pow.,532650,MSPL,Steel - Sponge Iron,30.6,2.68,1179.37,2802.87,20.89,802.78,56.46,18.57,0,0,-9.04,1.4,0.77,10.89,10.97,18.5,17.06,137.49,9.69,3.04,41.62,1963.31,78.95,2.08,300,60.87,19.23,-1.2,-4.06,-3,21.38,21.38,27.89,21.39
MSR India,508922,,Mining / Minerals / Metals,9.37,0.32,58.92,0.54,-7.8,7.73,,,0,0,15.94,-20.83,15.15,-13.44,-93.91,-55.52,-48.59,-44.71,160.45,-21.43,73.02,66.53,-31.66,4.26,28.18,0.29,-4.01,,,1.44,,19.65,10.7,10.5
MSTC,542597,MSTCLTD,Trading,831.7,-0.4,5855.17,748.28,232.87,145,25.14,0.98,1.8,43.64,33.56,37.92,6.47,12.68,3.89,-16.34,-20.47,-10.77,35.58,25.65,64.75,4664.52,93.04,6.55,237.81,41.25,,30.04,12.12,10.28,12.5,11.68,858.52,631.53
MT Educare,534312,MTEDUCARE,Miscellaneous,2.9,-4.92,20.95,46.85,-48.34,125.08,,,0,0,-43.86,-16.35,2.4,-5.17,-18.37,-34.3,-23.54,-87.15,-50.68,11.32,59.12,139.64,-44.23,0.44,-21.62,-23.78,-47.86,-25.54,-13.63,-12.19,,6.28,3.74,4.27
MTAR Technologie,543270,MTARTECH,Engineering,1683.75,0.65,5179.15,633.43,81.94,249.34,63.21,0.79,0,0,17.91,22.15,9.44,35.48,33.19,38.94,29.63,-12.02,48.3,79.91,37.26,5413.84,-33.65,7.83,9.71,18.53,,14.63,14.82,11.41,71.94,72.06,1895.54,2062.69
Mudunuru,538743,,Computers - Software - Medium / Small,15.57,0,44.67,2.93,-2.8,2.08,,,0,0,,-66.67,21.44,-23.61,31.39,-19.18,-31.33,-294.37,21.15,,51.09,46.75,21.45,,47.44,55.39,32.94,,,-25.23,,11.03,11.43,10.09
Mufin Green,542774,MUFIN,Finance & Investments,133.35,-4.99,2013.52,79.42,14.67,399.19,137.25,0.97,0,0,6.4,7,64.28,42.6,142.65,175.06,194.04,236.47,49.35,140.94,54.51,2260.62,60.01,12.5,256.46,234.9,,12.79,8.51,3.26,52.92,25.75,182.32,133.4
Mukand,500460,MUKANDLTD,Steel - Large,148.75,2.16,2149.37,5249.86,199,1497.32,10.8,-4.76,1.34,16.83,-50.94,-8.29,0.65,9.18,-6.06,23.96,10.14,98.6,-21.78,-2.27,74.7,3639.45,-12.16,2.45,5.72,29.18,22.42,-63.12,-42.53,-11.55,13.79,13.79,164.21,162.86
Mukat Pipes,523832,,Steel - Medium / Small,12.93,-1.97,15.3,5.74,0.37,3.57,41.35,3.22,0,0,,,5.52,28.11,48.32,-9.6,-9.49,270,,12.83,73.71,18.27,84.71,,86.04,49.5,20.93,,,-2.81,54.88,54.88,14.72,11.63
Mukesh Babu Fin.,530341,,Finance & Investments,124.8,4,86.99,17.89,6.48,20.25,13.42,-1.5,0.96,17.17,2.33,3.63,8.52,8.41,24.15,-35.54,-14.48,47.95,-18.18,-8.97,62.86,97.36,1.5,0.36,56,-5.95,7.92,3.72,3.97,1.68,17.92,13.06,132.85,123.25
Mukka Proteins,544135,MUKKA,Food - Processing - Indian,36.5,-7.94,1095,1177.12,43.28,261.86,25.3,,0,0,35.16,23.35,1.13,14.26,52.77,28.93,,84.57,56.21,,73.33,1327.84,,,,,,27.34,,9.65,18.59,18.59,40.26,41.65
Mukta Arts,532357,MUKTAARTS,Entertainment / Electronic Media Software,74.4,0.81,168.03,196.65,-7.16,77.12,,,0,0,,-3.43,1.43,8.24,2.11,-1.68,5.59,-268.47,,,70.71,232.82,15.53,,70.06,38.34,10,,,-7.93,23.59,23.59,80.57,72.76
Muller & Phipps,501477,,Trading,209.65,-0.17,13.1,4.29,0.51,0.91,25.69,0.47,0,0,,,3.52,22.57,12.3,2.7,4.55,155,-15.66,55.18,51.63,13.77,3.86,,19.15,73.7,40.75,,,4.34,24.51,23.21,202.95,192.72
Multi Comm. Exc.,534091,MCX,Miscellaneous,3349.6,-0.21,17082.96,636.16,0.69,1.99,24757.91,1827.15,0.57,65.35,10.28,13.16,28.5,408.48,30.84,8.88,14.6,-99.65,-6.17,13.55,0,14635.94,63.42,12.83,123.32,29.86,32.94,11.58,12.05,5.12,43.13,37.61,3394.49,2728.03
Multibase India,526169,,Plastics Products,235.7,-0.25,297.45,68.12,12.17,0,24.44,-1.89,0.85,25.78,8.05,10.88,2.63,10.94,-6.66,6.5,-7.83,66.94,9.14,-12.92,75,189.84,6.24,2.33,37.39,6.49,-9.27,6.57,8.44,7.34,36.02,33.43,246.04,233.1
Munjal Auto Inds,520059,MUNJALAU,Auto Ancillaries,79.5,-1.61,795,1958.26,33.97,277.74,23.4,,2.52,35.63,5.96,8.71,0.54,7.64,4.4,17.11,,28.01,76.38,,74.81,1062.21,40.09,2.05,120.53,13.73,8.14,6.99,,1.93,16.7,17.03,85.64,74.42
Munjal Showa,520043,MUNJALSHOW,Auto Ancillaries,162.8,-0.28,651.12,1177.3,36.97,0,17.61,-0.85,2.76,56.43,3.45,4.63,0.51,11.16,-4.9,-1.25,-4.74,59.28,-6.43,-20.83,65.02,637.39,9.85,1.01,93.35,5.46,-0.6,2.7,4.15,2.78,19.04,18.07,169.06,150.4
Munoth Capital,511200,,Finance & Investments,197.4,-0.5,177.48,0.28,-0.33,1,,,0,0,-5.47,-5.27,594.87,-557.69,-12.5,-7.58,-3.04,-3200,,,73.09,178.46,156.5,38.17,30.9,,25.58,-0.98,-0.64,-4.37,651,667.92,138.99,91.47
Munoth Commun.,511401,,Trading,11.63,0,11.22,0,-1.08,1.09,,,0,0,-10.57,-7.92,,-13.22,-100,,,-111.76,,-7.79,30.48,12.29,-19.85,0.79,159.02,66.49,,-7.84,-7.4,-8.92,,,12.35,10.68
Munoth Fin.Serv.,531821,,Finance & Investments,55.94,-5.65,28.75,1.28,0.26,0.52,110.58,,0,0,-2.21,-1.95,57.22,104.21,146.15,3.5,-19.93,230,15,,71.14,29.18,-25.78,2.57,-33.09,42.58,43.35,-1.23,-3.02,-1.93,66.97,66.97,67.99,71.79
Murae Organisor,542724,,Pharmaceuticals - Indian - Bulk Drugs & Formln,1.43,-4.67,35.34,4.07,-0.34,2.52,,,0,0,11.17,11.68,2.62,115.56,-76.47,-36.53,-16.84,-132.38,2.85,16.82,0,36.98,55.43,0.65,-20.99,-39.19,,8.98,12.25,6.9,64,29.75,2.01,1.8
Murudesh.Ceramic,515037,MURUDCERA,Ceramics - Tiles / Sanitaryware,46.4,0.22,267.71,191.8,6.65,117.85,40.26,6.65,1.08,43.71,1.92,4.66,2.22,11.62,25.74,18.31,7.4,41.19,56.86,6.05,73.94,378.31,-3.03,0.77,62.24,34.67,17.52,-0.32,0.19,1.3,42.07,33.97,51.37,49.86
Music Broadcast,540366,RADIOCITY,Entertainment / Electronic Media Software,16.15,-0.92,558.28,217.32,3.11,105.43,179.51,-4.06,0,0,0.46,1.35,3.3,12.93,12.33,-7.07,-7.79,45.33,-49.33,-44.16,74.05,655.5,8.39,1.06,63.96,-11.75,-19.04,-1.95,1.34,0.39,119.69,108.08,19.03,17.36
Muthoot Cap.Serv,511766,MUTHOOTCAP,Finance & Investments,268.5,-0.85,441.62,416.64,87.35,1582.9,5.06,0.64,0,0,17.47,15.19,3.7,6.33,-4.73,-8.85,2.23,188.13,9.17,7.95,62.62,1642.82,-38.62,0.75,5.77,-10.57,-21.56,-2.16,4.85,3.47,8.26,10.58,315.84,348.14
Muthoot Finance,533398,MUTHOOTFIN,Finance & Investments,1480.45,0.15,59434.39,12079.52,3896.04,57992.34,15.26,1.06,1.49,25.43,17.63,12.06,10.4,11.3,16.92,6.46,10.91,10.33,4.79,14.34,73.35,109331.25,18.25,2.56,51.89,6.95,19.18,22.34,23.26,4.85,13.74,13.49,1382.62,1320.73
Muthoot Microfin,544055,MUTHOOTMF,Finance & Investments,199.75,-1.16,3405.58,1429.1,163.89,6623.12,20.78,,0,0,11.23,11.14,6.21,11.26,71.6,,,245.76,,,55.47,8878.29,,,,,,,,2.32,16.78,16.78,225.25,248.86
My Money Sec.,538862,,Finance & Investments,15.44,4.96,25.94,1.84,1.11,1.64,23.37,1.01,0,0,1.65,1.23,24.13,17.79,174.63,,4.51,-72.04,29.6,23.2,63.82,24.37,46.91,1.43,62.87,,,3.51,-2.44,1.37,27.55,27.55,12.3,17.02
Mysore Petro,506734,,Trading,175.9,0.06,115.8,19.33,10.89,0,10.63,-7.04,1.42,7.95,9.22,12.26,6.21,7.66,13.84,12.36,24.2,-59.65,60.2,-1.51,72.99,114.25,15.53,0.53,55.94,32.86,19.51,8.78,8.04,7.65,4.97,4.38,180.55,159.57
N D Metal Inds.,512024,,Mining / Minerals / Metals,104.05,0,25.8,0.09,0.34,0.5,75.88,31.88,0,0,4.96,4.21,875.33,53.59,-59.09,-80.34,-64.91,325,34.06,2.38,74.92,26.26,136.58,6.74,131.22,63.51,32.95,-1.19,-1.78,1.2,76.5,76.5,93.42,72.98
N G Industries,530897,,Healthcare,156.45,0.81,52.41,17.01,4.25,1.14,12.33,-4.17,2.24,14.09,5.45,6.58,2.79,9.37,-11.13,0.36,1.5,-44.52,-4.88,-2.96,74.5,52.11,21.28,1.69,101.09,58.89,19.52,6.33,8.49,4.91,8.87,11.16,169.26,149.72
N K Industries,519494,NKIND,Solvent Extraction,56.2,2.37,33.78,22.4,-1.59,0,,,0,0,,,1.81,32.19,22.54,-46.14,-33.25,24.29,19.35,7.07,73.27,32.19,51.48,,59.21,32.79,6.02,,,-0.1,,,59.03,54.44
N R Agarwal Inds,516082,NRAIL,Paper,432.2,-0.7,735.57,1432.3,129.68,392.33,5.67,2.7,0,0,17.09,21.55,0.62,5.88,-21.55,7.92,8.21,31.69,-5.02,2.1,73.97,1095.04,19.05,1.03,112.33,22.02,6.83,14.22,19.87,9.81,6.39,5.09,442.44,390.23
Naapbooks,543351,,Computers - Software - Medium / Small,230,-1.84,69.15,5.21,0.63,0.62,109.76,,,0,,,13.38,49.45,,,,,,,63.91,69.72,113.95,4.4,287.21,,,,,,47.5,47.5,172.37,114.45
NACL Industries,524709,NACLIND,Pesticides / Agrochemicals - Indian,56.25,-0.44,1120.33,1920.27,-16.35,775.04,,,1.24,14.67,17.98,15.24,0.85,21.7,-3.58,27.74,20.1,-120.01,77.98,50.77,63.79,1808.31,-30.04,2.09,-31.82,14.17,13.43,16.07,11.91,5.57,22.95,23.65,67.4,75.87
Naga Dhunseri,,NDGL,Finance & Investments,2138.5,-1.93,213.85,25.73,36.95,0,5.79,0.32,0.12,0.36,10.41,10.64,19.2,5.13,132.01,67.74,-32.68,-53.05,146.19,17.99,73.58,210.28,20.59,0.27,71.9,42.61,24.62,12.01,8.5,10.26,1.81,2.49,2334.82,2108.83
Nagarjuna Fert.,539917,NAGAFERT,Fertilizers,8.95,-3.24,535.27,4440.64,-1657.64,3003.69,,,0,0,,-56.6,0.57,-2.37,-20.52,49.03,7.55,-250.02,-65.77,,57.14,3239.88,4.68,,1.7,10.69,5.34,,,-38.32,,,11.57,10.9
Nagpur Power,532362,,Mining / Minerals / Metals,98.3,0.31,128.77,42.66,-1.47,12.5,,,0,0,-5.17,-2.79,3.2,52.66,0.21,12.52,8.17,47.31,9.98,5.89,61.23,140.08,17.3,1.56,46.72,42.32,21.42,-0.32,-1.75,-4.14,20.27,71.11,105.31,99.21
Nagreeka Cap.,532895,NAGREEKCAP,Finance & Investments,15.5,-4.02,19.56,48.51,-27.81,102.65,,,0,0,-480.03,7.52,5.59,5.8,155.58,-37.25,-27.66,-841.6,13.15,,53.53,122,-1.9,,-39.22,37.6,3.74,-59.8,-93.28,-24.29,6.46,6.46,18.54,18.11
Nagreeka Exports,521109,NAGREEKEXP,Textiles - Cotton/Blended,33.9,4.95,105.93,545.5,9.64,191.51,10.99,1.99,0,0,2.92,3.82,0.76,9.83,30.14,-6.3,-6.63,325.23,69.6,5.53,57.32,294.58,22.21,0.92,111.08,56.47,22.38,0.45,0.94,0.95,10.79,10.45,36.11,31.74
Nahar Capital,532952,NAHARCAP,Finance & Investments,277.05,-0.14,463.78,22.94,18.55,0.57,25,0.6,0.54,2.35,6.91,6.05,13.92,22.95,-6.41,22.85,4.21,-85.99,206.68,41.49,71.54,462.83,-10.7,0.3,12.99,38.29,25.01,10.48,7.46,6.25,3.75,6.81,298.88,301.17
Nahar Indl. Ent.,519136,NAHARINDUS,Textiles - Cotton/Blended,113.5,-0.53,490.38,1497.05,8.01,262.07,61.22,2.03,0,0,6.39,7.99,0.42,9.17,-23.43,4.09,0.17,-92.25,59.5,30.09,71.24,737,-22.02,0.52,29.12,36.58,21.68,8.19,3.97,3.72,4.44,5.41,127.75,127.67
Nahar Poly,523391,NAHARPOLY,Packaging,178.45,-0.81,438.77,595.65,8.74,137.68,50.2,1.65,0.84,8.74,5.08,5.33,0.79,14.58,-20.56,37.66,23.48,-87.76,5.12,30.4,71.08,568.89,-28.95,0.55,-19.82,17.13,36.25,10.05,8.7,4.05,9.05,7.41,200.35,226.8
Nahar Spinning,500296,NAHARSPING,Textiles - Products,268.55,-0.92,968.53,2958.33,-35.86,706.67,,,0.56,4.89,7.01,7.48,0.59,17.22,-3.62,10.33,5.57,-117.03,59.61,39.7,66.72,1641.44,1.23,0.64,13.77,37.15,23.93,17.64,12.28,4.04,4.71,4.32,294.94,288.42
Nakoda Group,541418,NGIL,Food - Processing - Indian,50.15,-3.28,63.82,49.09,-0.71,21.01,,,0.3,0,5.94,8.77,1.55,37.56,-21.09,29.59,2.48,-183.53,211.87,-1.87,60.35,84.5,9.86,4.2,15.26,27.34,20.38,8.89,7.09,2.19,108.27,105.38,52.74,53.85
Naksh Precious,539402,,Trading,10.22,-3.95,10.75,0.09,-0.03,6.89,,,0,0,-1.79,-0.9,195.56,880,-65.38,-81.29,-69.19,25,25.72,,28.58,17.6,-42.36,2.16,-48.25,-26.13,-4.79,-4.32,-21.43,-0.79,1424,1238,15.07,17.54
Nalin Lease Fin.,531212,,Finance & Investments,41.27,-5,27.07,6.36,3.49,4.42,7.76,0.32,0,0,11.53,15.15,5.25,5.87,7.07,5.48,10.94,8.05,17.96,24.25,71.2,31.22,24.8,0.92,35.31,30.31,23.82,11.49,11.24,10.71,7.37,7.13,48.3,42.71
Nalwa Sons Invst,532256,NSIL,Finance & Investments,3344.55,1.82,1719.1,87.06,59.36,0,28.96,0.48,0,0,1.14,1.57,12.72,21.43,-35.35,31.31,29.85,-35.34,67.26,60.71,55.62,1699.55,26.6,0.16,65.76,48.54,26.15,1.07,1.24,0.98,13.55,13.76,3291.87,2912.12
Nam Securities,538395,,Finance & Investments,113.4,5,61.15,97.2,0.09,0.18,679.44,-20.31,0,0,0.28,0.56,0.84,252.96,33.61,3.68,4.68,-83.33,-53.58,-33.46,75,60.71,89.19,5.52,185.28,34.22,18.61,2.56,3.66,0.27,65.57,63.93,92.69,70.98
Nanavati Venture,543522,,Trading,52.4,-0.38,24.47,16.48,-0.39,0,,,0,0,2.73,3.83,1,-43.11,-28.44,39.03,71.43,-425,58.74,,51.69,15.95,-9.42,1.13,16.19,,,1.99,,1.52,60.42,60.42,51.05,47.87
Nandan Denim,532641,NDL,Textiles - Products,32.3,0.16,465.6,1888.13,20.9,387.99,22.28,-0.35,0,0,0.06,5.49,0.4,6.95,-17.58,9.96,4.99,58.33,-57.33,-63.21,64.87,815.31,29.98,0.85,101.25,45.34,12.53,4.25,3.6,0.02,11.92,9.25,33.4,28.34
Nandani Creation,,JAIPURKURT,Textiles - Products,52.85,-1.58,60.69,36.14,-1.1,17.08,,,0,0,0.84,7.21,1.59,36.53,-33.25,1.9,19.71,20.86,-42.16,-29.03,51.46,77.44,-34.75,2.3,-33.85,27.92,21.02,4.42,6.35,0.4,75.5,32.8,60.75,73.24
Naperol Invest.,500298,,Finance & Investments,805.65,0.02,463.01,380.22,35.43,13.89,13.07,-0.64,0.12,0,3.36,4.88,1.25,6.6,39.25,21.77,4.21,275.32,19.51,-20.3,70.76,469.29,-40.47,0.5,-11.42,-20.58,-17.4,2.32,4.83,2.96,37.34,28.66,959.02,1046.09
Narayana Hrudaya,539551,NH,Healthcare,1283.8,1.08,26235.84,4963.91,771.69,1072.2,34,0.54,0.19,8.43,33.06,31.59,5.96,22.48,16.97,13.1,14.68,53.72,66.52,63.27,63.85,26960.36,18.27,10.49,67.02,47.05,43.27,22.14,17.6,16.37,35.93,39.34,1270.61,1137.44
Narbada Gems,519455,,Diamond Cutting / Jewellery,64.01,1.06,135.43,94.18,6.97,28.66,19.43,0.77,0,0,8.77,9.72,1.76,14.36,9.22,18.85,28.78,57.34,12.83,25.3,74.99,163.55,21.95,2.84,48.86,34.68,0.95,9.36,10.17,5.12,21.73,20.89,64.68,57.63
Narendra Prop.,531416,,Construction,47.59,-3.39,33.84,15.16,11.49,0,2.95,,2.1,16.65,-8.4,-5.84,,2.42,,,,533.58,,,70.19,29.71,47.25,0.8,184.46,43.49,38.03,-7.77,-6.35,-7.66,2.64,2.48,50.16,41.4
Narmada Agrobase,543643,NARMADA,Food - Processing - Indian,20.35,-1.21,27.57,49.84,0.51,9.79,54.06,5.3,0,0,4.18,6.88,0.74,19.37,12.13,-6.97,5.99,-37.04,-6.3,10.2,63.94,36.6,5.44,1.71,6.27,26.1,15.93,4.35,4.74,2.42,41.64,40.61,23.89,22.33
Narmada Gelatine,526739,,Chemicals,333.35,0.35,201.66,182.19,15.06,0,13.39,0.71,0,395.94,11.96,15.66,0.97,8.16,-0.22,12.5,10.21,6.21,13.15,18.81,77.65,184.76,-25.06,2,14.34,29.07,21.26,7.69,7.18,10.02,13.44,11.16,385.41,396.68
Natco Pharma,524816,NATCOPHARM,Pharmaceuticals - Indian - Bulk Drugs & Formln,952.05,-2.2,17052.16,3828.4,1277.8,247.5,13.34,34.21,1,14.03,15.34,17.67,6.12,9.71,59.12,12.23,4.38,228.48,16.3,0.39,49.71,16580.16,9.05,3.22,71.32,5.04,10.67,9.88,11.89,13.02,27.51,26.19,935.31,830.89
Nath Bio-Genes,537291,NATHBIOGEN,Miscellaneous,174.05,-1.08,330.76,334.51,38.05,112.81,8.69,2.37,1.15,10.8,6.31,7.08,1.83,8.17,17.94,-1.68,6.44,1035.82,-11.33,3.66,45.6,428.4,-16.54,0.55,24.19,-16.55,-17.7,6.66,7.42,4.59,10.85,11.52,197.76,199.57
Nath Industries,502587,,Paper,65.06,-0.9,123.61,331.96,1.68,103.35,73.58,51.82,0,0,1.08,1.69,0.57,17.54,-23.11,11.22,28.26,-56.59,-46.99,1.42,73.71,226.62,4.51,0.5,34.73,-9.23,-0.13,4.8,5.97,0.64,10.78,13.47,71.75,68.55
National Fitting,531289,,Castings & Forgings,98.7,-6,89.65,75.74,4.67,18.28,19.2,-1.76,1.52,31.03,8.13,10.42,1.12,8.15,-10.47,14.8,6.79,3.55,47.84,-10.94,34.04,96.77,-11.8,1.59,66.19,39.57,-2.68,4.48,4.38,4.97,21.72,20.89,115.35,115.28
National High,543385,NHIT,Construction,126.25,0.6,16566.53,883.43,289.7,2971.93,57.19,,,0,3.82,4.3,27.61,27.5,376,,,275.8,,,15.86,19264.7,5.38,1.26,,,,,,2.85,31.21,31.21,114.84,106.17
National Plastic,531287,,Plastics Products,435.2,-0.34,264.6,253.21,8.05,60.01,32.87,0.68,0.23,9.89,18.89,16,1.55,14.53,28.7,33.72,26.31,76.54,38.17,48.41,65.64,324,70.67,6.78,361.75,130.26,66.03,13.08,11.68,4.85,13.41,12.77,399.54,304.59
National Standar,504882,,Construction,4847.4,2.93,9694.8,25.22,13.2,0,734.45,-126.63,0,0,3.43,5.02,558.77,540.1,-3.48,47.65,-13.34,-16.67,8.11,-5.8,73.94,9694.74,0.41,38.78,15.02,104.6,180.73,6.09,4.92,3.31,682.14,613.14,4988.31,4932.93
Natl. Aluminium,532234,NATIONALUM,Aluminium and Aluminium Products,152.55,0.63,28017.82,13239.54,1566,95.73,17.89,1.08,2.95,53.51,11.96,15.13,1.83,9.49,-11.34,18.94,8.43,-23.55,123.72,16.5,51.28,26142.92,56.94,2.06,97.73,41.19,22.43,16.62,13.79,8.76,8.92,11.21,145.97,118.3
Natl. Gen. Inds.,531651,,Steel - Medium / Small,70.49,0,38.98,11.98,0.91,1.96,42.84,-1.44,0,0,0.37,0.79,3.06,28.03,-20.03,-11.73,-5.42,106.82,28.2,-29.69,65.62,40.92,-9.06,1.25,-17.99,,,-1.35,-1.59,0.33,99.25,98.98,75.38,91.28
Natl. Oxygen,507813,,Chemicals,110.3,0.36,52.94,46.33,-1.55,32.56,,,0,0,,3.28,1.81,26.17,-1.99,2.36,2.64,-138.46,14.71,12.36,69.99,85.05,-4.09,,21.22,45.65,25.59,,,-2.11,7.15,17.87,116.03,113.72
Natl. Plastic,526616,,Plastics Products,64.45,-0.36,58.84,100.57,4.56,33.59,12.9,2.25,0,0,12.67,12.06,0.82,8.13,-4.89,-0.64,1.58,31.79,43.89,5.73,56.65,92.28,14.03,1.57,81.55,39.68,12.67,10.79,9.44,4.58,11.65,11.29,69.59,60.83
Natl. Plywood,516062,,Miscellaneous,4.1,0,10.1,40.47,-1.9,10.94,,,0,0,,,0.52,-16.17,11.09,-8.97,-1.54,-180.85,-44.23,28.31,,20.86,-26.79,,0.99,-10.56,-33.68,,,0.78,,57.14,5.66,5.97
Natl.Fertilizer,523630,NFL,Fertilizers,87.6,-1.57,4297.48,24556.61,-385.88,1203.36,,,3.18,30.01,17.92,14.97,0.14,33.19,-11.63,31.13,27.06,-149.91,26.91,19.47,74.71,4068.98,20.16,1.8,21.41,16.36,20,11.87,12.09,3.88,17.54,9.16,96.5,85.57
Natraj Proteins,530119,,Solvent Extraction,38.85,-3.24,14.57,204.91,-13.25,17.13,,,0,0,1.55,3.63,0.18,-2.65,62.65,-2.34,-5.99,-244.16,27.82,-15.1,43.8,26.43,-23.82,0.42,-1.87,11.47,7.63,8.53,6.19,0.86,3.61,4.21,44.15,47.83
Natural Biocon,543207,,Trading,10.21,-0.78,11.61,6.53,0.41,0.19,28.32,-1.19,0,0,1.48,2.03,9.25,25.13,510.28,,3.75,720,61.98,-23.79,21.22,11.56,7.14,0.93,113.15,-13.2,,0.69,0.4,1.4,149.25,150.25,11.19,10.34
Natural Capsules,524654,,Pharmaceuticals - Indian - Bulk Drugs & Formln,305.5,0.08,284.77,152.82,6.38,98.7,44.63,0.59,0.33,5.03,17.87,15.06,2.15,16.08,-13.32,40.41,25.49,-69.49,177.71,75.39,56.56,366.72,-20.17,2.26,-22.07,50.08,41.79,16.01,11.75,8.1,25.64,25.04,333.28,365.47
Naturite Agro,538926,,Food - Processing - Indian,101,-1.51,53.49,8.99,-2.8,4.69,,,0,0,-4.5,-0.85,7.46,-22.27,1.47,-13.39,25.03,-2053.85,,,69.05,58.13,-13.3,5.28,99.41,-5.58,-0.27,0.82,0.64,-2.45,84.78,93.33,111.03,104.02
Naturo Indiabull,543579,,Trading,15.16,19.94,28.6,39.14,1.41,44.11,20.28,,0,0,5.66,7.18,4.48,33.49,43.26,28.48,,-51.17,30.31,,19.61,72.34,1.07,0.62,72.86,,,12.27,,4.91,8.46,8.46,13.27,14.34
Nava,513023,NAVA,Diversified - Large,485.65,-3.05,7046.81,3775.66,910.52,1433.2,7.74,0.25,1.24,9.39,16.59,16.83,2.29,4.23,3.07,8.55,8.49,-0.94,25.24,30.98,48.84,8091.03,7.41,1.1,116.18,90.73,36.3,13.13,12.12,10.99,5.11,4.22,485.99,418.06
